Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	PCR Ribotype	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number	No. N's	Assembly Barcode	Version
CLO_BA9868AA	CD-16-00092	ERR3465525;ILLUMINA;Paired;111;ERX3487203;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	446		PRJEB33779	ERP116599	SAMEA5843090	ERS3631637	2020-02-03	2020-01-31	CLO_BA9868AA	Assembled	83	141307	4157765	Clostridioides difficile;98.55%	104	41104	CLO_DA7678AA_AS	4.1
CLO_BA9960AA	CD-15-00858	ERR3465432;ILLUMINA;Paired;133;ERX3487110;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	446		PRJEB33779	ERP116599	SAMEA5843153	ERS3631700	2020-02-03	2020-01-31	CLO_BA9960AA	Assembled	318	201632	4072954	Clostridioides difficile;95.45%	81	34143	CLO_DA7586AA_AS	4.1
CLO_CA9186AA	S49_7_9_SM	traces-0fjuCOB;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Stool	2019	10	14		Europe	France			Paris				jeanne.couturier@aphp.fr	446	colo					2022-06-02	2022-06-02	CLO_CA9186AA	Assembled	142	24160	4118297	Clostridioides difficile;99.69%	389	127716	CLO_FA4282AA_AS	4.1
CLO_DA0088AA	SMG-22-1507	traces-0fpQGVV;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	8			Europe	United Kingdom	Scotland						D. Brown (Scotland)	430						2022-09-05	2022-09-05	CLO_DA0088AA	Assembled	36	277683	4219015	Clostridioides difficile;100.0%	38	6549	CLO_FA5311AA_AS	4.1
CLO_BA9617AA	CD-18-00496	ERR3465778;ILLUMINA;Paired;150;ERX3487456;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846581	ERS3635114	2020-02-03	2020-01-31	CLO_BA9617AA	Assembled	213	106704	4026393	Clostridioides difficile;91.93%	102	15047	CLO_DA7930AA_AS	4.1
CLO_BA9622AA	CD-18-00316	ERR3465773;ILLUMINA;Paired;150;ERX3487451;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846718	ERS3635250	2020-02-03	2020-01-31	CLO_BA9622AA	Assembled	95	125725	4108747	Clostridioides difficile;100.0%	84	13946	CLO_DA7925AA_AS	4.1
CLO_BA9625AA	CD-18-00500	ERR3465770;ILLUMINA;Paired;150;ERX3487448;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846577	ERS3635110	2020-02-03	2020-01-31	CLO_BA9625AA	Assembled	82	93049	4110177	Clostridioides difficile;95.75%	127	93701	CLO_DA7922AA_AS	4.1
CLO_BA9630AA	CD-18-00345	ERR3465765;ILLUMINA;Paired;150;ERX3487443;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846692	ERS3635224	2020-02-03	2020-01-31	CLO_BA9630AA	Assembled	103	135611	4111358	Clostridioides difficile;100.0%	95	12740	CLO_DA7917AA_AS	4.1
CLO_BA9650AA	CD-18-00349	ERR3465745;ILLUMINA;Paired;150;ERX3487423;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846688	ERS3635220	2020-02-03	2020-01-31	CLO_BA9650AA	Assembled	104	135578	4110961	Clostridioides difficile;100.0%	99	13208	CLO_DA7897AA_AS	4.1
CLO_BA9653AA	CD-18-00348	ERR3465742;ILLUMINA;Paired;150;ERX3487420;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846689	ERS3635221	2020-02-03	2020-01-31	CLO_BA9653AA	Assembled	112	138363	4107767	Clostridioides difficile;100.0%	69	10410	CLO_DA7894AA_AS	4.1
CLO_BA9655AA	CD-18-00347	ERR3465740;ILLUMINA;Paired;150;ERX3487418;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846690	ERS3635222	2020-02-03	2020-01-31	CLO_BA9655AA	Assembled	94	134063	4114094	Clostridioides difficile;100.0%	97	13536	CLO_DA7892AA_AS	4.1
CLO_BA9658AA	CD-18-00346	ERR3465737;ILLUMINA;Paired;150;ERX3487415;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846691	ERS3635223	2020-02-03	2020-01-31	CLO_BA9658AA	Assembled	126	125650	4110616	Clostridioides difficile;100.0%	90	13770	CLO_DA7889AA_AS	4.1
CLO_BA9680AA	CD-18-00353	ERR3465715;ILLUMINA;Paired;150;ERX3487393;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846684	ERS3635216	2020-02-03	2020-01-31	CLO_BA9680AA	Assembled	129	135594	4109243	Clostridioides difficile;100.0%	79	11672	CLO_DA7867AA_AS	4.1
CLO_BA9683AA	CD-18-00352	ERR3465712;ILLUMINA;Paired;150;ERX3487390;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846685	ERS3635217	2020-02-03	2020-01-31	CLO_BA9683AA	Assembled	115	134144	4109982	Clostridioides difficile;100.0%	89	12502	CLO_DA7864AA_AS	4.1
CLO_BA9687AA	CD-18-00351	ERR3465708;ILLUMINA;Paired;150;ERX3487386;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846686	ERS3635218	2020-02-03	2020-01-31	CLO_BA9687AA	Assembled	98	134059	4109452	Clostridioides difficile;100.0%	86	14844	CLO_DA7860AA_AS	4.1
CLO_BA9690AA	CD-18-00350	ERR3465705;ILLUMINA;Paired;150;ERX3487383;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846687	ERS3635219	2020-02-03	2020-01-31	CLO_BA9690AA	Assembled	114	125726	4109811	Clostridioides difficile;100.0%	100	16401	CLO_DA7857AA_AS	4.1
CLO_BA9742AA	CD-18-00484	ERR3465653;ILLUMINA;Paired;150;ERX3487331;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	413		PRJEB33780	ERP116600	SAMEA5846592	ERS3635125	2020-02-03	2020-01-31	CLO_BA9742AA	Assembled	179	105732	4027231	Clostridioides difficile;93.93%	101	15008	CLO_DA7805AA_AS	4.1
CLO_AA7232AA	CD-17-00009	traces-0yQTDlL;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2015				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7232AA	Assembled	70	161565	4119005	Clostridioides difficile;90.48%	75	3397	CLO_BA1541AA_AS	3.61
CLO_AA7255AA	CD-17-00032	traces-0skPDOA;ILLUMINA;Paired;;NA;Uploaded,traces-0wqRIYF;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2015				Europe	Spain							Leibniz Institute DSMZ	404						2017-04-20	2018-01-01	CLO_AA7255AA	Assembled	75	198125	4082540	Clostridioides difficile;98.53%	65	1685	CLO_BA2882AA_AS	3.61
CLO_AA7264AA	CD-17-00042	traces-0ATdBce;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2015				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7264AA	Assembled	136	161166	4128768	Clostridioides difficile;88.47%	91	1425	CLO_BA1573AA_AS	3.61
CLO_AA7265AA	CD-17-00043	traces-0MEYrOF;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2015				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7265AA	Assembled	173	203630	4110771	Clostridioides difficile;81.44%	85	1195	CLO_BA1574AA_AS	3.61
CLO_AA7306AA	CD-17-00084	traces-0uzGWsN;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2014				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7306AA	Assembled	82	204534	4077278	Clostridioides difficile;98.39%	51	2461	CLO_BA1615AA_AS	3.61
CLO_AA7309AA	CD-17-00087	traces-0glNyXt;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2014				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7309AA	Assembled	104	199323	4048909	Clostridioides difficile;100.0%	60	1547	CLO_BA1618AA_AS	3.61
CLO_AA7330AA	CD-17-00109	traces-0QSCcUa;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7330AA	Assembled	86	203630	4077505	Clostridioides difficile;100.0%	66	1536	CLO_BA1639AA_AS	3.61
CLO_AA7335AA	CD-17-00114	traces-0gPeLqG;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7335AA	Assembled	173	204489	4111290	Clostridioides difficile;93.34%	75	2325	CLO_BA1644AA_AS	3.61
CLO_AA7338AA	CD-17-00117	traces-0NwFAQi;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7338AA	Assembled	117	199323	4109620	Clostridioides difficile;89.9%	87	2066	CLO_BA1647AA_AS	3.61
CLO_AA7358AA	CD-17-00137	traces-0jdkrsY;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7358AA	Assembled	185	199369	4125780	Clostridioides difficile;89.91%	78	1798	CLO_BA1667AA_AS	3.61
CLO_AA7360AA	CD-17-00140	traces-0AJCyhx;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7360AA	Assembled	130	204534	4122250	Clostridioides difficile;87.78%	68	1699	CLO_BA1669AA_AS	3.61
CLO_AA7374AA	CD-17-00155	traces-0EpbOOw;ILLUMINA;Paired;;NA;Uploaded,traces-0jTsCIt;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2014				Europe	Spain							Leibniz Institute DSMZ	404						2017-04-20	2018-01-01	CLO_AA7374AA	Assembled	65	210064	4083759	Clostridioides difficile;98.51%	65	2074	CLO_BA2891AA_AS	3.61
CLO_AA7382AA	CD-17-00163	traces-0FsyDhI;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2014				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7382AA	Assembled	82	90437	4163525	Clostridioides difficile;92.25%	137	10293	CLO_BA1691AA_AS	3.61
CLO_AA7385AA	CD-17-00166	traces-0KCaZsS;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2014				Europe	Spain							Leibniz Institute DSMZ	404						2017-02-28	2018-01-01	CLO_AA7385AA	Assembled	53	202318	4082057	Clostridioides difficile;98.48%	63	2459	CLO_BA1694AA_AS	3.61
CLO_AA7620AA	CD-17-00104	traces-0rCkbYC;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	404						2017-04-20	2018-01-01	CLO_AA7620AA	Assembled	56	199326	4112537	Clostridioides difficile;92.67%	77	2239	CLO_BA2887AA_AS	3.61
CLO_CA8129AA	SMG-21-2300	traces-0LWQfRt;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	12			Europe	United Kingdom	Scotland						SSSCDRL	386						2022-01-05	2022-01-05	CLO_CA8129AA	Assembled	138	156638	4012174	Clostridioides difficile;100.0%	79	6260	CLO_FA3257AA_AS	4.1
CLO_AA3433AA	C00005984	ERR126289;ILLUMINA;Paired;244;ERX102438;SRA								Europe	United Kingdom							University of Oxford	375		PRJEB3010	ERP001417	SAMEA1487085	ERS139414	2016-07-29	2012-08-28	CLO_AA3433AA	Assembled	104	171506	4265858	Clostridioides difficile;99.3%	100	2287	CLO_AA4587AA_AS	3.51
CLO_CA7836AA	SMG-21-1998	traces-0HMdpVC;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	10			Europe	United Kingdom	Scotland						SSSCDRL	361						2021-11-15	2021-11-15	CLO_CA7836AA	Assembled	156	218301	4116064	Clostridioides difficile;100.0%	79	13523	CLO_FA2937AA_AS	4.1
CLO_AA9562AA	MMMOSAM:0c166457-d7d2-41aa-ac6f-8753856d3731	SRR7308916;ILLUMINA;Paired;;SRX4211466;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	15		Europe	Italy							University of Oxford	356		PRJNA398458	SRP150433	SAMN09406876	SRS3414209	2019-02-05	2018-06-13	CLO_AA9562AA	Assembled	61	22401	4259514	Clostridioides difficile;98.43%	360	145651	CLO_BA9371AA_AS	4
CLO_AA9690AA	MMMOSAM:d3578407-5459-4947-9acb-a53d3fd1dde0	SRR7309044;ILLUMINA;Paired;;SRX4211338;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	14		Europe	Italy							University of Oxford	356		PRJNA398458	SRP150433	SAMN09406382	SRS3414080	2019-02-05	2018-06-13	CLO_AA9690AA	Assembled	120	216583	4249662	Clostridioides difficile;95.5%	82	13865	CLO_BA9243AA_AS	4
CLO_AA9723AA	MMMOSAM:d04494fc-000b-4a79-bff3-919fe8d314a4	SRR7309077;ILLUMINA;Paired;;SRX4211305;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	14		Europe	Italy							University of Oxford	356		PRJNA398458	SRP150433	SAMN09406390	SRS3414047	2019-02-05	2018-06-13	CLO_AA9723AA	Assembled	101	235335	4257786	Clostridioides difficile;96.52%	82	10820	CLO_BA9210AA_AS	4
CLO_AA9748AA	MMMOSAM:24f4e049-2bb6-40fa-8d45-6bf34521817a	SRR7309102;ILLUMINA;Paired;;SRX4211280;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	2		Europe	Italy							University of Oxford	356		PRJNA398458	SRP150433	SAMN09406804	SRS3414022	2019-02-05	2018-06-13	CLO_AA9748AA	Assembled	169	34412	4237106	Clostridioides difficile;98.74%	287	196134	CLO_BA9185AA_AS	4
CLO_AA9864AA	MMMOSAM:57ecce95-9ba7-4e94-87b7-dfdf796fdabd	SRR7308708;ILLUMINA;Paired;;SRX4211164;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	8		Europe	Italy							University of Oxford	356		PRJNA398458	SRP150433	SAMN09406686	SRS3413905	2019-02-05	2018-06-13	CLO_AA9864AA	Assembled	175	220825	4250597	Clostridioides difficile;98.28%	70	12040	CLO_BA9069AA_AS	4
CLO_AA9875AA	MMMOSAM:87d95eb1-7794-4bd3-8b0d-45854e4859d8	SRR7308719;ILLUMINA;Paired;;SRX4211153;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	6		Europe	Italy							University of Oxford	356		PRJNA398458	SRP150433	SAMN09406564	SRS3413895	2019-02-05	2018-06-13	CLO_AA9875AA	Assembled	161	274215	4156624	Clostridioides difficile;98.97%	57	10147	CLO_BA9058AA_AS	4
CLO_AA9942AA	MMMOSAM:1bd860a0-5aaf-4998-afa5-31759584a799	SRR7308786;ILLUMINA;Paired;;SRX4211086;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	2		Europe	Italy							University of Oxford	356		PRJNA398458	SRP150433	SAMN09406829	SRS3413829	2019-02-05	2018-06-13	CLO_AA9942AA	Assembled	143	40239	4183197	Clostridioides difficile;99.31%	256	124362	CLO_BA8991AA_AS	4
CLO_AA9959AA	MMMOSAM:1da370a9-9ba4-47e8-9898-95b856f8d425	SRR7308803;ILLUMINA;Paired;;SRX4211069;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	15		Europe	Italy							University of Oxford	356		PRJNA398458	SRP150433	SAMN09406823	SRS3413812	2019-02-05	2018-06-13	CLO_AA9959AA	Assembled	265	140111	4250546	Clostridioides difficile;97.28%	113	26975	CLO_BA8974AA_AS	4
CLO_CA1923AA	SMG-20-971	traces-0DlIiRn;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	353						2020-06-16	2020-06-16	CLO_CA1923AA	Assembled	105	435444	4065853	Clostridioides difficile;100.0%	45	18685	CLO_EA4464AA_AS	4.1
CLO_CA2004AA	SMG-20-1143	traces-0CLBJJY;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	353						2020-07-13	2020-07-13	CLO_CA2004AA	Assembled	147	310159	4074419	Clostridioides difficile;97.37%	69	34002	CLO_EA4811AA_AS	4.1
CLO_CA2627AA	SMG-20-1346	traces-0rbuhLr;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	339						2020-08-24	2020-08-24	CLO_CA2627AA	Assembled	115	277524	4660283	Clostridioides difficile;100.0%	73	66214	CLO_EA5881AA_AS	4.1
CLO_AA4610AA	C00006256	ERR232386;ILLUMINA;Paired;351;ERX206936;SRA	Human	Human		2009				Europe	United Kingdom	Oxford						University of Oxford	336		PRJEB1483	ERP002256	SAMEA2052298	ERS216168	2016-10-24	2013-11-26	CLO_AA4610AA	Assembled	78	293655	4171900	Clostridioides difficile;95.47%	57	1460	CLO_AA7758AA_AS	3.51
CLO_BA9478AA	CD-15-01043	ERR3473850;ILLUMINA;Paired;115;ERX3495492;SRA	Human	Human	Homo sapiens; stool sample					Europe	Germany							Leibniz Institute DSMZ	328		PRJEB33866	ERP116697	SAMEA5849352	ERS3637881	2020-02-03	2020-01-31	CLO_BA9478AA	Assembled	54	163521	4219363	Clostridioides difficile;97.26%	94	20939	CLO_DA8069AA_AS	4.1
CLO_BA9508AA	CD-15-01033	ERR3473820;ILLUMINA;Paired;112;ERX3495462;SRA	Human	Human	Homo sapiens; stool sample					Europe	Germany							Leibniz Institute DSMZ	328		PRJEB33866	ERP116697	SAMEA5849359	ERS3637888	2020-02-03	2020-01-31	CLO_BA9508AA	Assembled	71	169485	4211000	Clostridioides difficile;92.54%	110	20578	CLO_DA8039AA_AS	4.1
CLO_DA0555AA	SMG-22-1879	traces-0wTcBhR;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	10			Europe	United Kingdom	Scotland						D. Brown (Scotland)	325						2022-10-25	2022-10-25	CLO_DA0555AA	Assembled	29	217833	4175618	Clostridioides difficile;100.0%	75	27743	CLO_FA5783AA_AS	4.1
CLO_AA3446AA	C00002439	ERR126273;ILLUMINA;Paired;200;ERX102422;SRA								Europe	United Kingdom							University of Oxford	321		PRJEB3010	ERP001417	SAMEA1487107	ERS139398	2016-07-29	2012-08-28	CLO_AA3446AA	Assembled	195	40614	4173799	Clostridioides difficile;99.43%	261	156935	CLO_BA6151AA_AS	4
CLO_AA3451AA	C00001463	ERR126267;ILLUMINA;Paired;200;ERX102416;SRA								Europe	United Kingdom							University of Oxford	316		PRJEB3010	ERP001417	SAMEA1487086	ERS139392	2016-07-29	2012-08-28	CLO_AA3451AA	Assembled	64	39348	4140691	Clostridioides difficile;98.35%	222	12340	CLO_AA4569AA_AS	3.51
CLO_CA9980AA	VPT_120	traces-0XfBItX;ILLUMINA;Paired;;NA;Uploaded	Human	Human	103203													GareyLab	310	56					2022-08-22	2023-08-29	CLO_CA9980AA	Assembled	1681	285105	3993109	Clostridioides difficile;100.0%	46	8905	CLO_FA5203AA_AS	4.1
CLO_AA3432AA	C00006019	ERR126290;ILLUMINA;Paired;271;ERX102439;SRA								Europe	United Kingdom							University of Oxford	305		PRJEB3010	ERP001417	SAMEA1487067	ERS139415	2016-07-29	2012-08-28	CLO_AA3432AA	Assembled	111	254374	4088752	Clostridioides difficile;98.8%	54	1165	CLO_AA4588AA_AS	3.51
CLO_CA2009AA	SMG-20-1149	traces-0ZAlyEc;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	294						2020-07-13	2020-07-13	CLO_CA2009AA	Assembled	165	206854	4214389	Clostridioides difficile;97.96%	82	48083	CLO_EA4816AA_AS	4.1
CLO_AA4818AA	C00006499	ERR232401;ILLUMINA;Paired;295;ERX206951;SRA	Human	Human		2007				Oceania	Australia							University of Oxford	290	Clade C-I	PRJEB1483	ERP002256	SAMEA2052312	ERS216183	2016-10-24	2013-11-25	CLO_AA4818AA	Assembled	104	248199	4245543	Clostridioides difficile;87.51%	128	87237	CLO_BA6186AA_AS	4
CLO_AA4819AA	C00006510	ERR232400;ILLUMINA;Paired;301;ERX206950;SRA	Human	Human		2007				Oceania	Australia							University of Oxford	289	Clade C-I	PRJEB1483	ERP002256	SAMEA2052311	ERS216182	2016-10-24	2013-11-25	CLO_AA4819AA	Assembled	79	122077	4434733	Clostridioides difficile;95.5%	98	5871	CLO_AA7549AA_AS	3.51
CLO_DA1631AA	A20106200-max-m	traces-0AOLswx;ILLUMINA;Paired;;NA;Uploaded																Derek Fairley	288						2023-04-19	2023-04-19	CLO_DA1631AA	Assembled	89.8	141150	4004204	Clostridioides difficile;97.83%	74	956	CLO_FA7131AA_AS	5.1
CLO_AA3461AA	C00000182	ERR126254;ILLUMINA;Paired;200;ERX102403;SRA								Europe	United Kingdom							University of Oxford	284		PRJEB3010	ERP001417	SAMEA1487087	ERS139379	2016-07-29	2012-08-28	CLO_AA3461AA	Assembled	94	186674	4221123	Clostridioides difficile;71.29%	231	4781	CLO_AA4559AA_AS	3.51
CLO_CA1930AA	SMG-20-1031	traces-0oQxoQJ;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	283						2020-06-23	2020-06-23	CLO_CA1930AA	Assembled	115	404594	4176512	Clostridioides difficile;100.0%	59	6180	CLO_EA4552AA_AS	4.1
CLO_CA1959AA	SMG-20-1126	traces-0besyZs;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	283						2020-07-10	2020-07-10	CLO_CA1959AA	Assembled	116	310527	4175668	Clostridioides difficile;100.0%	50	5799	CLO_EA4666AA_AS	4.1
CLO_CA8476AA	SMG-22-324	traces-0gNneuN;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	2			Europe	United Kingdom	Scotland						D. Brown (Scotland)	283						2022-03-11	2022-03-11	CLO_CA8476AA	Assembled	140	292756	4174422	Clostridioides difficile;100.0%	50	4513	CLO_FA3565AA_AS	4.1
CLO_CA1944AA	SMG-20-1051	traces-0MqJqfh;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	277						2020-06-29	2020-06-29	CLO_CA1944AA	Assembled	169	404883	4558702	Clostridioides difficile;100.0%	49	86524	CLO_EA4597AA_AS	4.1
CLO_CA7832AA	SMG-21-1992	traces-0yuzrpR;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	10			Europe	United Kingdom	Scotland						SSSCDRL	277						2021-11-15	2021-11-15	CLO_CA7832AA	Assembled	149	268481	4290603	Clostridioides difficile;97.72%	90	125692	CLO_FA2933AA_AS	4.1
CLO_CA7843AA	SMG-21-2074	traces-0vwhfJt;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	11			Europe	United Kingdom	Scotland						SSSCDRL	277						2021-11-19	2021-11-19	CLO_CA7843AA	Assembled	117	249294	4302065	Clostridioides difficile;77.79%	130	138588	CLO_FA2944AA_AS	4.1
CLO_CA7846AA	SMG-21-2086	traces-0RGHYRz;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	11			Europe	United Kingdom	Scotland						SSSCDRL	277						2021-11-19	2021-11-19	CLO_CA7846AA	Assembled	143	356051	4288066	Clostridioides difficile;94.74%	66	123515	CLO_FA2947AA_AS	4.1
CLO_CA2984AA	SIRN_TAY-105	traces-0DESDym;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2009				Europe	United Kingdom	Scotland						SSSCDRL	270						2020-09-15	2020-09-15	CLO_CA2984AA	Assembled	83	249476	4483921	Clostridioides difficile;100.0%	74	17589	CLO_EA6169AA_AS	4.1
CLO_AA3422AA	C00000551	ERR126263;ILLUMINA;Paired;200;ERX102412;SRA								Europe	United Kingdom							University of Oxford	262		PRJEB3010	ERP001417	SAMEA1487104	ERS139388	2016-07-29	2012-08-28	CLO_AA3422AA	Assembled	16	29257	4079599	Clostridioides difficile;92.46%	286	139640	CLO_BA6148AA_AS	4
CLO_CA1875AA	SMG-20-993	traces-0FMGvDp;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	258						2020-06-15	2020-06-15	CLO_CA1875AA	Assembled	105	235978	4055216	Clostridioides difficile;96.77%	60	41490	CLO_EA4449AA_AS	4.1
CLO_CA2870AA	SIRN_ST-038	traces-0mWyoij;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	258						2020-09-14	2020-09-14	CLO_CA2870AA	Assembled	105	794995	4048904	Clostridioides difficile;100.0%	30	4821	CLO_EA6052AA_AS	4.1
CLO_CA2883AA	SIRN_HT-031	traces-0AFuwxq;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	258						2020-09-15	2020-09-15	CLO_CA2883AA	Assembled	74	412321	4204169	Clostridioides difficile;92.86%	46	32104	CLO_EA6065AA_AS	4.1
CLO_CA2910AA	SIRN_HG-016	traces-0WPpoLU;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	258						2020-09-15	2020-09-15	CLO_CA2910AA	Assembled	104	327958	4497324	Clostridioides difficile;96.16%	41	50006	CLO_EA6092AA_AS	4.1
CLO_CA2991AA	SIRN_HT-009	traces-0CqdvHZ;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	258						2020-09-15	2020-09-15	CLO_CA2991AA	Assembled	127	308452	4222710	Clostridioides difficile;96.88%	60	26641	CLO_EA6176AA_AS	4.1
CLO_CA8353AA	SMG-22-134	traces-0BgfHwj;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	1			Europe	United Kingdom	Scotland						SSSCDRL	255						2022-02-04	2022-02-04	CLO_CA8353AA	Assembled	37	23722	4108269	Clostridioides difficile;100.0%	329	42032	CLO_FA3426AA_AS	4.1
CLO_CA8430AA	SMG-22-280	traces-0VGjTeE;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	1			Europe	United Kingdom	Scotland						SSSCDRL	255						2022-02-28	2022-02-28	CLO_CA8430AA	Assembled	107	221610	4064776	Clostridioides difficile;100.0%	64	6291	CLO_FA3499AA_AS	4.1
